,gen,x,y
25,trnS,10939,1
26,trnS,10940,1
27,trnS,10941,1
28,trnS,10942,1
29,trnS,10943,1
30,trnS,10944,1
31,trnS,10945,1
32,trnS,10946,1
33,trnS,10947,1
34,trnS,10948,1
35,trnS,10949,1
36,trnS,10950,1
37,trnS,10951,1
38,trnS,10952,1
39,trnS,10953,1
40,trnS,10954,1
41,trnS,10955,1
42,trnS,10956,1
43,trnS,10957,1
44,trnS,10958,1
45,trnS,10959,1
46,trnS,10960,1
47,trnS,10961,1
48,trnS,10962,1
49,trnS,10963,1
50,trnS,10964,1
51,trnS,10965,1
52,trnS,10966,1
53,trnS,10967,1
54,trnS,10968,1
55,trnS,10969,1
56,trnS,10970,1
57,trnS,10971,1
58,trnS,10972,1
59,trnS,10973,1
60,trnS,10974,1
61,trnS,10975,1
62,trnS,10976,1
63,trnS,10977,1
64,trnS,10978,1
0,ND1,10972,1
1,ND1,10973,1
2,ND1,10974,1
3,ND1,10975,1
4,ND1,10976,1
5,ND1,10977,1
6,ND1,10978,1
7,ND1,10979,1
8,ND1,10980,1
9,ND1,10981,1
10,ND1,10982,1
11,ND1,10983,1
12,ND1,10984,1
13,ND1,10985,1
14,ND1,10986,1
15,ND1,10987,1
16,ND1,10988,1
17,ND1,10989,1
18,ND1,10990,1
19,ND1,10991,1
20,ND1,10992,1
21,ND1,10993,1
22,ND1,10994,1
23,ND1,10995,1
24,ND1,10996,1
25,ND1,10997,1
26,ND1,10998,1
27,ND1,10999,1
28,ND1,11000,1
29,ND1,11001,1
30,ND1,11002,1
31,ND1,11003,1
32,ND1,11004,1
33,ND1,11005,1
34,ND1,11006,1
35,ND1,11007,1
36,ND1,11008,1
37,ND1,11009,1
38,ND1,11010,1
39,ND1,11011,1
40,ND1,11012,1
41,ND1,11013,1
42,ND1,11014,1
43,ND1,11015,1
44,ND1,11016,1
45,ND1,11017,1
46,ND1,11018,1
47,ND1,11019,1
48,ND1,11020,1
49,ND1,11021,1
50,ND1,11022,1
51,ND1,11023,1
52,ND1,11024,1
53,ND1,11025,1
54,ND1,11026,1
55,ND1,11027,1
56,ND1,11028,1
57,ND1,11029,1
58,ND1,11030,1
59,ND1,11031,1
60,ND1,11032,1
61,ND1,11033,1
62,ND1,11034,1
63,ND1,11035,1
64,ND1,11036,1
65,ND1,11037,1
66,ND1,11038,1
67,ND1,11039,1
68,ND1,11040,1
69,ND1,11041,1
70,ND1,11042,1
71,ND1,11043,1
72,ND1,11044,1
73,ND1,11045,1
74,ND1,11046,1
75,ND1,11047,1
76,ND1,11048,1
77,ND1,11049,1
78,ND1,11050,1
79,ND1,11051,1
80,ND1,11052,1
81,ND1,11053,1
82,ND1,11054,1
83,ND1,11055,1
84,ND1,11056,1
85,ND1,11057,1
86,ND1,11058,1
87,ND1,11059,1
88,ND1,11060,1
89,ND1,11061,1
90,ND1,11062,1
91,ND1,11063,1
92,ND1,11064,1
93,ND1,11065,1
94,ND1,11066,1
95,ND1,11067,1
96,ND1,11068,1
97,ND1,11069,1
98,ND1,11070,1
99,ND1,11071,1
100,ND1,11072,1
101,ND1,11073,1
102,ND1,11074,1
103,ND1,11075,1
104,ND1,11076,1
105,ND1,11077,1
106,ND1,11078,1
107,ND1,11079,1
108,ND1,11080,1
109,ND1,11081,1
110,ND1,11082,1
111,ND1,11083,1
112,ND1,11084,1
113,ND1,11085,1
114,ND1,11086,1
115,ND1,11087,1
116,ND1,11088,1
117,ND1,11089,1
118,ND1,11090,1
119,ND1,11091,1
120,ND1,11092,1
121,ND1,11093,1
122,ND1,11094,1
123,ND1,11095,1
124,ND1,11096,1
125,ND1,11097,1
126,ND1,11098,1
127,ND1,11099,1
128,ND1,11100,1
129,ND1,11101,1
130,ND1,11102,1
131,ND1,11103,1
132,ND1,11104,1
133,ND1,11105,1
134,ND1,11106,1
135,ND1,11107,1
136,ND1,11108,1
137,ND1,11109,1
138,ND1,11110,1
139,ND1,11111,1
140,ND1,11112,1
141,ND1,11113,1
142,ND1,11114,1
143,ND1,11115,1
144,ND1,11116,1
145,ND1,11117,1
146,ND1,11118,1
147,ND1,11119,1
148,ND1,11120,1
149,ND1,11121,1
150,ND1,11122,1
151,ND1,11123,1
152,ND1,11124,1
153,ND1,11125,1
154,ND1,11126,1
155,ND1,11127,1
156,ND1,11128,1
157,ND1,11129,1
158,ND1,11130,1
159,ND1,11131,1
160,ND1,11132,1
161,ND1,11133,1
162,ND1,11134,1
163,ND1,11135,1
164,ND1,11136,1
165,ND1,11137,1
166,ND1,11138,1
167,ND1,11139,1
168,ND1,11140,1
169,ND1,11141,1
170,ND1,11142,1
171,ND1,11143,1
172,ND1,11144,1
173,ND1,11145,1
174,ND1,11146,1
175,ND1,11147,1
176,ND1,11148,1
177,ND1,11149,1
178,ND1,11150,1
179,ND1,11151,1
180,ND1,11152,1
181,ND1,11153,1
182,ND1,11154,1
183,ND1,11155,1
184,ND1,11156,1
185,ND1,11157,1
186,ND1,11158,1
187,ND1,11159,1
188,ND1,11160,1
189,ND1,11161,1
190,ND1,11162,1
191,ND1,11163,1
192,ND1,11164,1
193,ND1,11165,1
194,ND1,11166,1
195,ND1,11167,1
196,ND1,11168,1
197,ND1,11169,1
198,ND1,11170,1
199,ND1,11171,1
200,ND1,11172,1
201,ND1,11173,1
202,ND1,11174,1
203,ND1,11175,1
204,ND1,11176,1
205,ND1,11177,1
206,ND1,11178,1
207,ND1,11179,1
208,ND1,11180,1
209,ND1,11181,1
210,ND1,11182,1
211,ND1,11183,1
212,ND1,11184,1
213,ND1,11185,1
214,ND1,11186,1
215,ND1,11187,1
216,ND1,11188,1
217,ND1,11189,1
218,ND1,11190,1
219,ND1,11191,1
220,ND1,11192,1
221,ND1,11193,1
222,ND1,11194,1
223,ND1,11195,1
224,ND1,11196,1
225,ND1,11197,1
226,ND1,11198,1
227,ND1,11199,1
228,ND1,11200,1
229,ND1,11201,1
230,ND1,11202,1
231,ND1,11203,1
232,ND1,11204,1
233,ND1,11205,1
234,ND1,11206,1
235,ND1,11207,1
236,ND1,11208,1
237,ND1,11209,1
238,ND1,11210,1
239,ND1,11211,1
240,ND1,11212,1
241,ND1,11213,1
242,ND1,11214,1
243,ND1,11215,1
244,ND1,11216,1
245,ND1,11217,1
246,ND1,11218,1
247,ND1,11219,1
248,ND1,11220,1
249,ND1,11221,1
250,ND1,11222,1
251,ND1,11223,1
252,ND1,11224,1
253,ND1,11225,1
254,ND1,11226,1
255,ND1,11227,1
256,ND1,11228,1
257,ND1,11229,1
258,ND1,11230,1
259,ND1,11231,1
260,ND1,11232,1
261,ND1,11233,1
262,ND1,11234,1
263,ND1,11235,1
264,ND1,11236,1
265,ND1,11237,1
266,ND1,11238,1
267,ND1,11239,1
268,ND1,11240,1
269,ND1,11241,1
270,ND1,11242,1
271,ND1,11243,1
272,ND1,11244,1
273,ND1,11245,1
274,ND1,11246,1
275,ND1,11247,1
276,ND1,11248,1
277,ND1,11249,1
278,ND1,11250,1
279,ND1,11251,1
280,ND1,11252,1
281,ND1,11253,1
282,ND1,11254,1
283,ND1,11255,1
284,ND1,11256,1
285,ND1,11257,1
286,ND1,11258,1
287,ND1,11259,1
288,ND1,11260,1
289,ND1,11261,1
290,ND1,11262,1
291,ND1,11263,1
292,ND1,11264,1
293,ND1,11265,1
294,ND1,11266,1
295,ND1,11267,1
296,ND1,11268,1
297,ND1,11269,1
298,ND1,11270,1
299,ND1,11271,1
300,ND1,11272,1
301,ND1,11273,1
302,ND1,11274,1
303,ND1,11275,1
304,ND1,11276,1
305,ND1,11277,1
306,ND1,11278,1
307,ND1,11279,1
308,ND1,11280,1
309,ND1,11281,1
310,ND1,11282,1
311,ND1,11283,1
312,ND1,11284,1
313,ND1,11285,1
314,ND1,11286,1
315,ND1,11287,1
316,ND1,11288,1
317,ND1,11289,1
318,ND1,11290,1
319,ND1,11291,1
320,ND1,11292,1
321,ND1,11293,1
322,ND1,11294,1
323,ND1,11295,1
324,ND1,11296,1
325,ND1,11297,1
326,ND1,11298,1
327,ND1,11299,1
328,ND1,11300,1
329,ND1,11301,1
330,ND1,11302,1
331,ND1,11303,1
332,ND1,11304,1
333,ND1,11305,1
334,ND1,11306,1
335,ND1,11307,1
336,ND1,11308,1
337,ND1,11309,1
338,ND1,11310,1
339,ND1,11311,1
340,ND1,11312,1
341,ND1,11313,1
342,ND1,11314,1
343,ND1,11315,1
344,ND1,11316,1
345,ND1,11317,1
346,ND1,11318,1
347,ND1,11319,1
348,ND1,11320,1
349,ND1,11321,1
350,ND1,11322,1
351,ND1,11323,1
352,ND1,11324,1
353,ND1,11325,1
354,ND1,11326,1
355,ND1,11327,1
356,ND1,11328,1
357,ND1,11329,1
358,ND1,11330,1
359,ND1,11331,1
360,ND1,11332,1
361,ND1,11333,1
362,ND1,11334,1
363,ND1,11335,1
364,ND1,11336,1
365,ND1,11337,1
366,ND1,11338,1
367,ND1,11339,1
368,ND1,11340,1
369,ND1,11341,1
370,ND1,11342,1
371,ND1,11343,1
372,ND1,11344,1
373,ND1,11345,1
374,ND1,11346,1
375,ND1,11347,1
376,ND1,11348,1
377,ND1,11349,1
378,ND1,11350,1
379,ND1,11351,1
380,ND1,11352,1
381,ND1,11353,1
382,ND1,11354,1
383,ND1,11355,1
384,ND1,11356,1
385,ND1,11357,1
386,ND1,11358,1
387,ND1,11359,1
388,ND1,11360,1
389,ND1,11361,1
390,ND1,11362,1
391,ND1,11363,1
392,ND1,11364,1
393,ND1,11365,1
394,ND1,11366,1
395,ND1,11367,1
396,ND1,11368,1
397,ND1,11369,1
398,ND1,11370,1
399,ND1,11371,1
400,ND1,11372,1
401,ND1,11373,1
402,ND1,11374,1
403,ND1,11375,1
404,ND1,11376,1
405,ND1,11377,1
406,ND1,11378,1
407,ND1,11379,1
408,ND1,11380,1
409,ND1,11381,1
410,ND1,11382,1
411,ND1,11383,1
412,ND1,11384,1
413,ND1,11385,1
414,ND1,11386,1
415,ND1,11387,1
416,ND1,11388,1
417,ND1,11389,1
418,ND1,11390,1
419,ND1,11391,1
420,ND1,11392,1
421,ND1,11393,1
422,ND1,11394,1
423,ND1,11395,1
424,ND1,11396,1
425,ND1,11397,1
426,ND1,11398,1
427,ND1,11399,1
428,ND1,11400,1
429,ND1,11401,1
430,ND1,11402,1
431,ND1,11403,1
432,ND1,11404,1
433,ND1,11405,1
434,ND1,11406,1
435,ND1,11407,1
436,ND1,11408,1
437,ND1,11409,1
438,ND1,11410,1
439,ND1,11411,1
440,ND1,11412,1
441,ND1,11413,1
442,ND1,11414,1
443,ND1,11415,1
444,ND1,11416,1
445,ND1,11417,1
446,ND1,11418,1
447,ND1,11419,1
448,ND1,11420,1
449,ND1,11421,1
450,ND1,11422,1
451,ND1,11423,1
452,ND1,11424,1
453,ND1,11425,1
454,ND1,11426,1
455,ND1,11427,1
456,ND1,11428,1
457,ND1,11429,1
458,ND1,11430,1
459,ND1,11431,1
460,ND1,11432,1
461,ND1,11433,1
462,ND1,11434,1
463,ND1,11435,1
464,ND1,11436,1
465,ND1,11437,1
466,ND1,11438,1
467,ND1,11439,1
468,ND1,11440,1
469,ND1,11441,1
470,ND1,11442,1
471,ND1,11443,1
472,ND1,11444,1
473,ND1,11445,1
474,ND1,11446,1
475,ND1,11447,1
476,ND1,11448,1
477,ND1,11449,1
478,ND1,11450,1
479,ND1,11451,1
480,ND1,11452,1
481,ND1,11453,1
482,ND1,11454,1
483,ND1,11455,1
484,ND1,11456,1
485,ND1,11457,1
486,ND1,11458,1
487,ND1,11459,1
488,ND1,11460,1
489,ND1,11461,1
490,ND1,11462,1
491,ND1,11463,1
492,ND1,11464,1
493,ND1,11465,1
494,ND1,11466,1
495,ND1,11467,1
496,ND1,11468,1
497,ND1,11469,1
498,ND1,11470,1
499,ND1,11471,1
500,ND1,11472,1
501,ND1,11473,1
502,ND1,11474,1
503,ND1,11475,1
504,ND1,11476,1
505,ND1,11477,1
506,ND1,11478,1
507,ND1,11479,1
508,ND1,11480,1
509,ND1,11481,1
510,ND1,11482,1
511,ND1,11483,1
512,ND1,11484,1
513,ND1,11485,1
514,ND1,11486,1
515,ND1,11487,1
516,ND1,11488,1
517,ND1,11489,1
518,ND1,11490,1
519,ND1,11491,1
520,ND1,11492,1
521,ND1,11493,1
522,ND1,11494,1
523,ND1,11495,1
524,ND1,11496,1
525,ND1,11497,1
526,ND1,11498,1
527,ND1,11499,1
528,ND1,11500,1
529,ND1,11501,1
530,ND1,11502,1
531,ND1,11503,1
532,ND1,11504,1
533,ND1,11505,1
534,ND1,11506,1
535,ND1,11507,1
536,ND1,11508,1
537,ND1,11509,1
538,ND1,11510,1
539,ND1,11511,1
540,ND1,11512,1
541,ND1,11513,1
542,ND1,11514,1
543,ND1,11515,1
544,ND1,11516,1
545,ND1,11517,1
546,ND1,11518,1
547,ND1,11519,1
548,ND1,11520,1
549,ND1,11521,1
550,ND1,11522,1
551,ND1,11523,1
552,ND1,11524,1
553,ND1,11525,1
554,ND1,11526,1
555,ND1,11527,1
556,ND1,11528,1
557,ND1,11529,1
558,ND1,11530,1
559,ND1,11531,1
560,ND1,11532,1
561,ND1,11533,1
562,ND1,11534,1
563,ND1,11535,1
564,ND1,11536,1
565,ND1,11537,1
566,ND1,11538,1
567,ND1,11539,1
568,ND1,11540,1
569,ND1,11541,1
570,ND1,11542,1
571,ND1,11543,1
572,ND1,11544,1
573,ND1,11545,1
574,ND1,11546,1
575,ND1,11547,1
576,ND1,11548,1
577,ND1,11549,1
578,ND1,11550,1
579,ND1,11551,1
580,ND1,11552,1
581,ND1,11553,1
582,ND1,11554,1
583,ND1,11555,1
584,ND1,11556,1
585,ND1,11557,1
586,ND1,11558,1
587,ND1,11559,1
588,ND1,11560,1
589,ND1,11561,1
590,ND1,11562,1
591,ND1,11563,1
592,ND1,11564,1
593,ND1,11565,1
594,ND1,11566,1
595,ND1,11567,1
596,ND1,11568,1
597,ND1,11569,1
598,ND1,11570,1
599,ND1,11571,1
600,ND1,11572,1
601,ND1,11573,1
602,ND1,11574,1
603,ND1,11575,1
604,ND1,11576,1
605,ND1,11577,1
606,ND1,11578,1
607,ND1,11579,1
608,ND1,11580,1
609,ND1,11581,1
610,ND1,11582,1
611,ND1,11583,1
612,ND1,11584,1
613,ND1,11585,1
614,ND1,11586,1
615,ND1,11587,1
616,ND1,11588,1
617,ND1,11589,1
618,ND1,11590,1
619,ND1,11591,1
620,ND1,11592,1
621,ND1,11593,1
622,ND1,11594,1
623,ND1,11595,1
624,ND1,11596,1
625,ND1,11597,1
626,ND1,11598,1
627,ND1,11599,1
628,ND1,11600,1
629,ND1,11601,1
630,ND1,11602,1
631,ND1,11603,1
632,ND1,11604,1
633,ND1,11605,1
634,ND1,11606,1
635,ND1,11607,1
636,ND1,11608,1
637,ND1,11609,1
638,ND1,11610,1
639,ND1,11611,1
640,ND1,11612,1
641,ND1,11613,1
642,ND1,11614,1
643,ND1,11615,1
644,ND1,11616,1
645,ND1,11617,1
646,ND1,11618,1
647,ND1,11619,1
648,ND1,11620,1
649,ND1,11621,1
650,ND1,11622,1
651,ND1,11623,1
652,ND1,11624,1
653,ND1,11625,1
654,ND1,11626,1
655,ND1,11627,1
656,ND1,11628,1
657,ND1,11629,1
658,ND1,11630,1
659,ND1,11631,1
660,ND1,11632,1
661,ND1,11633,1
662,ND1,11634,1
663,ND1,11635,1
664,ND1,11636,1
665,ND1,11637,1
666,ND1,11638,1
667,ND1,11639,1
668,ND1,11640,1
669,ND1,11641,1
670,ND1,11642,1
671,ND1,11643,1
672,ND1,11644,1
673,ND1,11645,1
674,ND1,11646,1
675,ND1,11647,1
676,ND1,11648,1
677,ND1,11649,1
678,ND1,11650,1
679,ND1,11651,1
680,ND1,11652,1
681,ND1,11653,1
682,ND1,11654,1
683,ND1,11655,1
684,ND1,11656,1
685,ND1,11657,1
686,ND1,11658,1
687,ND1,11659,1
688,ND1,11660,1
689,ND1,11661,1
690,ND1,11662,1
691,ND1,11663,1
692,ND1,11664,1
693,ND1,11665,1
694,ND1,11666,1
695,ND1,11667,1
696,ND1,11668,1
697,ND1,11669,1
698,ND1,11670,1
699,ND1,11671,1
700,ND1,11672,1
701,ND1,11673,1
702,ND1,11674,1
703,ND1,11675,1
704,ND1,11676,1
705,ND1,11677,1
706,ND1,11678,1
707,ND1,11679,1
708,ND1,11680,1
709,ND1,11681,1
710,ND1,11682,1
711,ND1,11683,1
712,ND1,11684,1
713,ND1,11685,1
714,ND1,11686,1
715,ND1,11687,1
716,ND1,11688,1
717,ND1,11689,1
718,ND1,11690,1
719,ND1,11691,1
720,ND1,11692,1
721,ND1,11693,1
722,ND1,11694,1
723,ND1,11695,1
724,ND1,11696,1
725,ND1,11697,1
726,ND1,11698,1
727,ND1,11699,1
728,ND1,11700,1
729,ND1,11701,1
730,ND1,11702,1
731,ND1,11703,1
732,ND1,11704,1
733,ND1,11705,1
734,ND1,11706,1
735,ND1,11707,1
736,ND1,11708,1
737,ND1,11709,1
738,ND1,11710,1
739,ND1,11711,1
740,ND1,11712,1
741,ND1,11713,1
742,ND1,11714,1
743,ND1,11715,1
744,ND1,11716,1
745,ND1,11717,1
746,ND1,11718,1
747,ND1,11719,1
748,ND1,11720,1
749,ND1,11721,1
750,ND1,11722,1
751,ND1,11723,1
752,ND1,11724,1
753,ND1,11725,1
754,ND1,11726,1
755,ND1,11727,1
756,ND1,11728,1
757,ND1,11729,1
758,ND1,11730,1
759,ND1,11731,1
760,ND1,11732,1
761,ND1,11733,1
762,ND1,11734,1
763,ND1,11735,1
764,ND1,11736,1
765,ND1,11737,1
766,ND1,11738,1
767,ND1,11739,1
768,ND1,11740,1
769,ND1,11741,1
770,ND1,11742,1
771,ND1,11743,1
772,ND1,11744,1
773,ND1,11745,1
774,ND1,11746,1
775,ND1,11747,1
776,ND1,11748,1
777,ND1,11749,1
778,ND1,11750,1
779,ND1,11751,1
780,ND1,11752,1
781,ND1,11753,1
782,ND1,11754,1
783,ND1,11755,1
784,ND1,11756,1
785,ND1,11757,1
786,ND1,11758,1
787,ND1,11759,1
788,ND1,11760,1
789,ND1,11761,1
790,ND1,11762,1
791,ND1,11763,1
792,ND1,11764,1
793,ND1,11765,1
794,ND1,11766,1
795,ND1,11767,1
796,ND1,11768,1
797,ND1,11769,1
798,ND1,11770,1
799,ND1,11771,1
800,ND1,11772,1
801,ND1,11773,1
802,ND1,11774,1
803,ND1,11775,1
804,ND1,11776,1
805,ND1,11777,1
806,ND1,11778,1
807,ND1,11779,1
808,ND1,11780,1
809,ND1,11781,1
810,ND1,11782,1
811,ND1,11783,1
812,ND1,11784,1
813,ND1,11785,1
814,ND1,11786,1
815,ND1,11787,1
816,ND1,11788,1
817,ND1,11789,1
818,ND1,11790,1
819,ND1,11791,1
820,ND1,11792,1
821,ND1,11793,1
822,ND1,11794,1
823,ND1,11795,1
824,ND1,11796,1
825,ND1,11797,1
826,ND1,11798,1
827,ND1,11799,1
828,ND1,11800,1
829,ND1,11801,1
830,ND1,11802,1
831,ND1,11803,1
832,ND1,11804,1
833,ND1,11805,1
834,ND1,11806,1
835,ND1,11807,1
836,ND1,11808,1
837,ND1,11809,1
838,ND1,11810,1
839,ND1,11811,1
840,ND1,11812,1
841,ND1,11813,1
842,ND1,11814,1
843,ND1,11815,1
844,ND1,11816,1
845,ND1,11817,1
846,ND1,11818,1
847,ND1,11819,1
848,ND1,11820,1
849,ND1,11821,1
850,ND1,11822,1
851,ND1,11823,1
852,ND1,11824,1
853,ND1,11825,1
854,ND1,11826,1
855,ND1,11827,1
856,ND1,11828,1
857,ND1,11829,1
858,ND1,11830,1
859,ND1,11831,1
860,ND1,11832,1
861,ND1,11833,1
862,ND1,11834,1
863,ND1,11835,1
864,ND1,11836,1
865,ND1,11837,1
866,ND1,11838,1
867,ND1,11839,1
868,ND1,11840,1
869,ND1,11841,1
870,ND1,11842,1
871,ND1,11843,1
872,ND1,11844,1
873,ND1,11845,1
874,ND1,11846,1
875,ND1,11847,1
876,ND1,11848,1
877,ND1,11849,1
878,ND1,11850,1
879,ND1,11851,1
880,ND1,11852,1
881,ND1,11853,1
882,ND1,11854,1
883,ND1,11855,1
884,ND1,11856,1
885,ND1,11857,1
886,ND1,11858,1
887,ND1,11859,1
888,ND1,11860,1
889,ND1,11861,1
890,ND1,11862,1
891,ND1,11863,1
892,ND1,11864,1
893,ND1,11865,1
894,ND1,11866,1
895,ND1,11867,1
896,ND1,11868,1
897,ND1,11869,1
898,ND1,11870,1
899,ND1,11871,1
900,ND1,11872,1
901,ND1,11873,1
902,ND1,11874,1
903,ND1,11875,1
904,ND1,11876,1
905,ND1,11877,1
906,ND1,11878,1
907,ND1,11879,1
908,ND1,11880,1
909,ND1,11881,1
910,ND1,11882,1
911,ND1,11883,1
912,ND1,11884,1
913,ND1,11885,1
914,ND1,11886,1
915,ND1,11887,1
916,ND1,11888,1
917,ND1,11889,1
918,ND1,11890,1
919,ND1,11891,1
920,ND1,11892,1
921,ND1,11893,1
922,ND1,11894,1
923,ND1,11895,1
924,ND1,11896,1
925,ND1,11897,1
926,ND1,11898,1
927,ND1,11899,1
928,ND1,11900,1
929,ND1,11901,1
930,ND1,11902,1
931,ND1,11903,1
932,ND1,11904,1
933,ND1,11905,1
934,ND1,11906,1
935,ND1,11907,1
936,ND1,11908,1
937,ND1,11909,1
938,ND1,11910,1
939,ND1,11911,1
940,ND1,11912,1
941,ND1,11913,1
942,ND1,11914,1
943,ND1,11915,1
944,ND1,11916,1
945,ND1,11917,1
946,ND1,11918,1
0,trnL,11918,1
1,trnL,11919,1
2,trnL,11920,1
3,trnL,11921,1
4,trnL,11922,1
5,trnL,11923,1
6,trnL,11924,1
7,trnL,11925,1
8,trnL,11926,1
9,trnL,11927,1
10,trnL,11928,1
11,trnL,11929,1
12,trnL,11930,1
13,trnL,11931,1
14,trnL,11932,1
15,trnL,11933,1
16,trnL,11934,1
17,trnL,11935,1
18,trnL,11936,1
19,trnL,11937,1
20,trnL,11938,1
21,trnL,11939,1
22,trnL,11940,1
23,trnL,11941,1
24,trnL,11942,1
25,trnL,11943,1
26,trnL,11944,1
27,trnL,11945,1
28,trnL,11946,1
29,trnL,11947,1
30,trnL,11948,1
31,trnL,11949,1
32,trnL,11950,1
33,trnL,11951,1
34,trnL,11952,1
35,trnL,11953,1
36,trnL,11954,1
37,trnL,11955,1
38,trnL,11956,1
39,trnL,11957,1
40,trnL,11958,1
41,trnL,11959,1
42,trnL,11960,1
43,trnL,11961,1
44,trnL,11962,1
45,trnL,11963,1
46,trnL,11964,1
47,trnL,11965,1
48,trnL,11966,1
49,trnL,11967,1
50,trnL,11968,1
51,trnL,11969,1
52,trnL,11970,1
53,trnL,11971,1
54,trnL,11972,1
55,trnL,11973,1
56,trnL,11974,1
57,trnL,11975,1
58,trnL,11976,1
59,trnL,11977,1
60,trnL,11978,1
61,trnL,11979,1
62,trnL,11980,1
63,trnL,11981,1
64,trnL,11982,1
65,trnL,11983,1
0,trnL,11990,1
1,trnL,11991,1
2,trnL,11992,1
3,trnL,11993,1
4,trnL,11994,1
5,trnL,11995,1
6,trnL,11996,1
7,trnL,11997,1
8,trnL,11998,1
9,trnL,11999,1
10,trnL,12000,1
11,trnL,12001,1
12,trnL,12002,1
13,trnL,12003,1
14,trnL,12004,1
15,trnL,12005,1
16,trnL,12006,1
17,trnL,12007,1
18,trnL,12008,1
19,trnL,12009,1
20,trnL,12010,1
21,trnL,12011,1
22,trnL,12012,1
23,trnL,12013,1
24,trnL,12014,1
25,trnL,12015,1
26,trnL,12016,1
27,trnL,12017,1
28,trnL,12018,1
29,trnL,12019,1
30,trnL,12020,1
31,trnL,12021,1
32,trnL,12022,1
33,trnL,12023,1
34,trnL,12024,1
35,trnL,12025,1
36,trnL,12026,1
37,trnL,12027,1
38,trnL,12028,1
39,trnL,12029,1
40,trnL,12030,1
41,trnL,12031,1
42,trnL,12032,1
43,trnL,12033,1
44,trnL,12034,1
45,trnL,12035,1
46,trnL,12036,1
47,trnL,12037,1
48,trnL,12038,1
49,trnL,12039,1
50,trnL,12040,1
51,trnL,12041,1
52,trnL,12042,1
53,trnL,12043,1
54,trnL,12044,1
55,trnL,12045,1
56,trnL,12046,1
57,trnL,12047,1
58,trnL,12048,1
59,trnL,12049,1
60,trnL,12050,1
61,trnL,12051,1
62,trnL,12052,1
0,rrn16,12052,1
1,rrn16,12053,1
2,rrn16,12054,1
3,rrn16,12055,1
4,rrn16,12056,1
5,rrn16,12057,1
6,rrn16,12058,1
7,rrn16,12059,1
8,rrn16,12060,1
9,rrn16,12061,1
10,rrn16,12062,1
11,rrn16,12063,1
12,rrn16,12064,1
13,rrn16,12065,1
14,rrn16,12066,1
15,rrn16,12067,1
16,rrn16,12068,1
17,rrn16,12069,1
18,rrn16,12070,1
19,rrn16,12071,1
20,rrn16,12072,1
21,rrn16,12073,1
22,rrn16,12074,1
23,rrn16,12075,1
24,rrn16,12076,1
25,rrn16,12077,1
26,rrn16,12078,1
27,rrn16,12079,1
28,rrn16,12080,1
29,rrn16,12081,1
30,rrn16,12082,1
31,rrn16,12083,1
32,rrn16,12084,1
33,rrn16,12085,1
34,rrn16,12086,1
35,rrn16,12087,1
36,rrn16,12088,1
37,rrn16,12089,1
38,rrn16,12090,1
39,rrn16,12091,1
40,rrn16,12092,1
41,rrn16,12093,1
42,rrn16,12094,1
43,rrn16,12095,1
44,rrn16,12096,1
45,rrn16,12097,1
46,rrn16,12098,1
47,rrn16,12099,1
48,rrn16,12100,1
49,rrn16,12101,1
50,rrn16,12102,1
51,rrn16,12103,1
52,rrn16,12104,1
53,rrn16,12105,1
54,rrn16,12106,1
55,rrn16,12107,1
56,rrn16,12108,1
57,rrn16,12109,1
58,rrn16,12110,1
59,rrn16,12111,1
60,rrn16,12112,1
61,rrn16,12113,1
62,rrn16,12114,1
63,rrn16,12115,1
64,rrn16,12116,1
65,rrn16,12117,1
66,rrn16,12118,1
67,rrn16,12119,1
68,rrn16,12120,1
69,rrn16,12121,1
70,rrn16,12122,1
71,rrn16,12123,1
72,rrn16,12124,1
73,rrn16,12125,1
74,rrn16,12126,1
75,rrn16,12127,1
76,rrn16,12128,1
77,rrn16,12129,1
78,rrn16,12130,1
79,rrn16,12131,1
80,rrn16,12132,1
81,rrn16,12133,1
82,rrn16,12134,1
83,rrn16,12135,1
84,rrn16,12136,1
85,rrn16,12137,1
86,rrn16,12138,1
87,rrn16,12139,1
88,rrn16,12140,1
89,rrn16,12141,1
90,rrn16,12142,1
91,rrn16,12143,1
92,rrn16,12144,1
93,rrn16,12145,1
94,rrn16,12146,1
95,rrn16,12147,1
96,rrn16,12148,1
97,rrn16,12149,1
98,rrn16,12150,1
99,rrn16,12151,1
100,rrn16,12152,1
101,rrn16,12153,1
102,rrn16,12154,1
103,rrn16,12155,1
104,rrn16,12156,1
105,rrn16,12157,1
106,rrn16,12158,1
107,rrn16,12159,1
108,rrn16,12160,1
109,rrn16,12161,1
110,rrn16,12162,1
111,rrn16,12163,1
112,rrn16,12164,1
113,rrn16,12165,1
114,rrn16,12166,1
115,rrn16,12167,1
116,rrn16,12168,1
117,rrn16,12169,1
118,rrn16,12170,1
119,rrn16,12171,1
120,rrn16,12172,1
121,rrn16,12173,1
122,rrn16,12174,1
123,rrn16,12175,1
124,rrn16,12176,1
125,rrn16,12177,1
126,rrn16,12178,1
127,rrn16,12179,1
128,rrn16,12180,1
129,rrn16,12181,1
130,rrn16,12182,1
131,rrn16,12183,1
132,rrn16,12184,1
133,rrn16,12185,1
134,rrn16,12186,1
135,rrn16,12187,1
136,rrn16,12188,1
137,rrn16,12189,1
138,rrn16,12190,1
139,rrn16,12191,1
140,rrn16,12192,1
141,rrn16,12193,1
142,rrn16,12194,1
